#Lattice size L vs search time for two RW
#koff=0
50	5318
100	21034
200	84163
400	338397
800	1355911
1600	5341045



##koff=0.5
50	23660
100	113678
200	512668
400	2331079
800	10409108
1600	45742600



##old data below (Aug. 24)
50	22605
100	101595
200	559470
400	2628265
800	10409108
1600	45742600



#####OLD data below
##koff=0
24	774
50	3275
100	12991
200	51929
400	208707
800	820673
1600	3334573







##koff=0.5
24	2638
50	13386
100	75435
200	358629
400	1587406
800	7169023
1600	25045716
