0	-50	0
1	-50	0
2	-50	0
3	-50	-1
4	-50	-1
5	-50	0
6	-50	-1
7	-50	-1
8	-50	-2
9	-50	-3
10	-49	-3
11	-48	-3
12	-48	-2
13	-49	-2
14	-49	-1
15	-50	-1
16	-50	-1
17	-49	-1
18	-50	-1
19	-49	-1
20	-50	-1
21	-50	0
22	-50	0
23	-50	1
24	-50	0
25	-50	-1
26	-49	-1
27	-49	0
28	-49	1
29	-48	1
30	-48	0
31	-48	1
32	-48	0
33	-49	0
34	-50	0
35	-50	0
36	-50	0
37	-50	-1
38	-50	0
39	-50	-1
40	-50	-1
41	-50	-1
42	-49	-1
43	-50	-1
44	-50	0
45	-49	0
46	-48	0
47	-48	1
48	-49	1
49	-48	1
50	-48	2
51	-48	3
52	-49	3
53	-49	4
54	-49	3
55	-49	4
56	-48	4
57	-47	4
58	-47	3
59	-46	3
60	-46	2
61	-45	2
62	-46	2
63	-46	1
64	-47	1
65	-47	2
66	-46	2
67	-45	2
68	-45	3
69	-46	3
70	-47	3
71	-47	2
72	-47	1
73	-47	2
74	-47	3
75	-46	3
76	-46	4
77	-46	5
78	-45	5
79	-45	4
80	-44	4
81	-45	4
82	-44	4
83	-45	4
84	-46	4
85	-47	4
86	-46	4
87	-45	4
88	-46	4
89	-45	4
90	-44	4
91	-44	3
92	-44	2
93	-44	3
94	-44	4
95	-45	4
96	-45	5
97	-46	5
98	-46	4
99	-46	5
100	-46	6
101	-45	6
102	-44	6
103	-45	6
104	-44	6
105	-44	7
106	-44	6
107	-44	5
108	-43	5
109	-44	5
110	-44	6
111	-44	7
112	-45	7
113	-45	6
114	-45	7
115	-46	7
116	-46	8
117	-45	8
118	-45	9
119	-44	9
120	-44	10
121	-44	9
122	-44	8
123	-43	8
124	-44	8
125	-44	7
126	-44	8
127	-44	7
128	-44	6
129	-44	7
130	-44	6
131	-43	6
132	-43	7
133	-44	7
134	-43	7
135	-43	6
136	-44	6
137	-45	6
138	-45	5
139	-44	5
140	-44	6
141	-43	6
142	-43	7
143	-43	8
144	-43	7
145	-42	7
146	-42	6
147	-43	6
148	-43	5
149	-44	5
150	-45	5
151	-44	5
152	-43	5
153	-43	4
154	-43	5
155	-44	5
156	-44	6
157	-44	5
158	-45	5
159	-46	5
160	-45	5
161	-45	4
162	-45	3
163	-45	4
164	-44	4
165	-43	4
166	-43	5
167	-42	5
168	-42	6
169	-41	6
170	-40	6
171	-41	6
172	-40	6
173	-41	6
174	-41	7
175	-40	7
176	-41	7
177	-41	8
178	-40	8
179	-40	9
180	-39	9
181	-38	9
182	-37	9
183	-36	9
184	-37	9
185	-36	9
186	-36	8
187	-36	7
188	-36	8
189	-36	9
190	-37	9
191	-37	8
192	-37	7
193	-38	7
194	-39	7
195	-39	6
196	-39	7
197	-39	8
198	-39	9
199	-39	10
200	-38	10
201	-38	9
202	-38	8
203	-39	8
204	-39	7
205	-39	6
206	-39	5
207	-40	5
208	-39	5
209	-39	6
210	-38	6
211	-39	6
212	-39	7
213	-39	8
214	-39	9
215	-38	9
216	-37	9
217	-38	9
218	-38	8
219	-37	8
220	-37	7
221	-37	8
222	-37	7
223	-36	7
224	-36	8
225	-37	8
226	-37	9
227	-38	9
228	-38	8
229	-38	7
230	-38	6
231	-39	6
232	-40	6
233	-40	5
234	-39	5
235	-38	5
236	-39	5
237	-38	5
238	-38	4
239	-37	4
240	-38	4
241	-39	4
242	-38	4
243	-38	3
244	-38	2
245	-39	2
246	-39	1
247	-38	1
248	-38	0
249	-39	0
250	-39	1
251	-38	1
252	-38	0
253	-38	-1
254	-39	-1
255	-39	0
256	-40	0
257	-40	-1
258	-40	0
259	-39	0
260	-40	0
261	-40	1
262	-40	0
263	-39	0
264	-39	-1
265	-40	-1
266	-41	-1
267	-41	-2
268	-42	-2
269	-43	-2
270	-44	-2
271	-45	-2
272	-45	-3
273	-45	-2
274	-45	-1
275	-46	-1
276	-45	-1
277	-45	-2
278	-46	-2
279	-45	-2
280	-44	-2
281	-43	-2
282	-43	-1
283	-44	-1
284	-43	-1
285	-44	-1
286	-44	0
287	-44	-1
288	-44	-2
289	-45	-2
290	-44	-2
291	-45	-2
292	-44	-2
293	-43	-2
294	-44	-2
295	-44	-3
296	-45	-3
297	-45	-4
298	-44	-4
299	-44	-5
300	-45	-5
301	-46	-5
302	-47	-5
303	-46	-5
304	-46	-4
305	-45	-4
306	-45	-3
307	-45	-4
308	-44	-4
309	-43	-4
310	-43	-5
311	-42	-5
312	-42	-6
313	-43	-6
314	-42	-6
315	-42	-5
316	-41	-5
317	-41	-6
318	-41	-7
319	-42	-7
320	-43	-7
321	-43	-6
322	-42	-6
323	-42	-5
324	-41	-5
325	-41	-6
326	-41	-5
327	-41	-6
328	-42	-6
329	-42	-5
330	-42	-6
331	-42	-7
332	-42	-6
333	-41	-6
334	-41	-7
335	-40	-7
336	-39	-7
337	-39	-6
338	-39	-7
339	-40	-7
340	-41	-7
341	-40	-7
342	-41	-7
343	-42	-7
344	-43	-7
345	-44	-7
346	-45	-7
347	-45	-6
348	-45	-7
349	-45	-8
350	-45	-7
351	-44	-7
352	-45	-7
353	-45	-6
354	-45	-7
355	-44	-7
356	-44	-8
357	-44	-9
358	-43	-9
359	-43	-8
360	-43	-7
361	-43	-6
362	-42	-6
363	-42	-5
364	-42	-4
365	-42	-5
366	-42	-6
367	-41	-6
368	-42	-6
369	-41	-6
370	-42	-6
371	-42	-7
372	-42	-8
373	-41	-8
374	-41	-7
375	-41	-6
376	-41	-5
377	-41	-4
378	-41	-5
379	-40	-5
380	-41	-5
381	-42	-5
382	-41	-5
383	-42	-5
384	-42	-6
385	-41	-6
386	-42	-6
387	-42	-7
388	-43	-7
389	-44	-7
390	-44	-8
391	-44	-9
392	-44	-10
393	-44	-11
394	-45	-11
395	-45	-12
396	-45	-11
397	-45	-10
398	-45	-11
399	-46	-11
400	-46	-10
401	-47	-10
402	-47	-11
403	-47	-12
404	-48	-12
405	-49	-12
406	-48	-12
407	-48	-11
408	-48	-12
409	-48	-11
410	-47	-11
411	-48	-11
412	-48	-12
413	-48	-13
414	-48	-12
415	-48	-13
416	-48	-14
417	-49	-14
418	-49	-15
419	-50	-15
420	-49	-15
421	-50	-15
422	-50	-14
423	-50	-13
424	-49	-13
425	-49	-12
426	-48	-12
427	-47	-12
428	-47	-13
429	-46	-13
430	-45	-13
431	-45	-12
432	-44	-12
433	-44	-13
434	-44	-14
435	-43	-14
436	-43	-15
437	-44	-15
438	-44	-16
439	-44	-15
440	-44	-14
441	-44	-13
442	-44	-12
443	-44	-13
444	-44	-12
445	-44	-11
446	-44	-12
447	-43	-12
448	-43	-13
449	-43	-14
450	-43	-15
451	-42	-15
452	-43	-15
453	-43	-14
454	-42	-14
455	-42	-13
456	-41	-13
457	-40	-13
458	-40	-12
459	-40	-11
460	-39	-11
461	-38	-11
462	-39	-11
463	-40	-11
464	-41	-11
465	-41	-10
466	-41	-9
467	-41	-8
468	-40	-8
469	-40	-9
470	-40	-8
471	-39	-8
472	-39	-7
473	-40	-7
474	-41	-7
475	-41	-6
476	-41	-5
477	-42	-5
478	-42	-4
479	-42	-5
480	-42	-4
481	-42	-5
482	-43	-5
483	-43	-6
484	-43	-5
485	-44	-5
486	-43	-5
487	-42	-5
488	-42	-6
489	-42	-5
490	-42	-4
491	-41	-4
492	-41	-5
493	-40	-5
494	-41	-5
495	-42	-5
496	-42	-4
497	-42	-3
498	-41	-3
499	-41	-4
500	-41	-3
501	-42	-3
502	-42	-4
503	-42	-5
504	-42	-4
505	-42	-3
506	-41	-3
507	-40	-3
508	-41	-3
509	-42	-3
510	-41	-3
511	-41	-4
512	-41	-5
513	-40	-5
514	-40	-4
515	-39	-4
516	-39	-3
517	-40	-3
518	-40	-2
519	-40	-1
520	-39	-1
521	-38	-1
522	-37	-1
523	-38	-1
524	-39	-1
525	-39	0
526	-39	1
527	-40	1
528	-41	1
529	-41	2
530	-41	3
531	-42	3
532	-42	4
533	-41	4
534	-40	4
535	-39	4
536	-39	3
537	-40	3
538	-40	2
539	-41	2
540	-42	2
541	-41	2
542	-40	2
543	-41	2
544	-40	2
545	-40	3
546	-40	4
547	-39	4
548	-40	4
549	-41	4
550	-41	5
551	-41	6
552	-42	6
553	-42	7
554	-42	6
555	-43	6
556	-43	5
557	-44	5
558	-44	6
559	-44	7
560	-44	8
561	-45	8
562	-45	7
563	-44	7
564	-43	7
565	-44	7
566	-44	6
567	-44	5
568	-44	6
569	-44	7
570	-43	7
571	-44	7
572	-45	7
573	-44	7
574	-45	7
575	-46	7
576	-45	7
577	-45	6
578	-45	5
579	-45	6
580	-45	7
581	-45	6
582	-44	6
583	-44	7
584	-44	6
585	-44	7
586	-44	6
587	-45	6
588	-45	5
589	-45	4
590	-44	4
591	-44	3
592	-44	4
593	-43	4
594	-43	3
595	-42	3
596	-43	3
597	-43	2
598	-44	2
599	-45	2
600	-45	1
601	-45	0
602	-45	1
603	-45	2
604	-44	2
605	-44	3
606	-43	3
607	-43	2
608	-44	2
609	-45	2
610	-46	2
611	-46	3
612	-46	2
613	-45	2
614	-46	2
615	-46	3
616	-46	2
617	-47	2
618	-46	2
619	-45	2
620	-44	2
621	-44	1
622	-44	0
623	-44	-1
624	-44	-2
625	-43	-2
626	-42	-2
627	-42	-1
628	-42	-2
629	-41	-2
630	-40	-2
631	-39	-2
632	-40	-2
633	-41	-2
634	-41	-3
635	-42	-3
636	-42	-2
637	-43	-2
638	-43	-3
639	-42	-3
640	-42	-2
641	-41	-2
642	-42	-2
643	-42	-3
644	-42	-2
645	-42	-1
646	-41	-1
647	-41	-2
648	-41	-1
649	-40	-1
650	-41	-1
651	-40	-1
652	-39	-1
653	-40	-1
654	-39	-1
655	-39	-2
656	-38	-2
657	-37	-2
658	-37	-1
659	-37	-2
660	-38	-2
661	-38	-1
662	-37	-1
663	-37	-2
664	-38	-2
665	-37	-2
666	-38	-2
667	-38	-1
668	-39	-1
669	-38	-1
670	-39	-1
671	-38	-1
672	-37	-1
673	-38	-1
674	-38	0
675	-38	-1
676	-38	0
677	-37	0
678	-37	1
679	-37	0
680	-38	0
681	-38	1
682	-39	1
683	-40	1
684	-40	0
685	-40	-1
686	-39	-1
687	-38	-1
688	-38	-2
689	-38	-3
690	-37	-3
691	-36	-3
692	-35	-3
